size,k,model,layers,neurons,dropout,test_mape
50,5,PCNNLarge,3,5,0.0,1.6456915140151978
50,5,PCNNLarge,3,5,0.01,1.6869839429855347
50,5,PCNNLarge,3,5,0.1,2.2396240234375
50,5,PCNNLarge,3,25,0.0,1.3542333841323853
50,5,PCNNLarge,3,25,0.01,1.4518139362335205
50,5,PCNNLarge,3,25,0.1,1.7931220531463623
50,5,PCNNLarge,3,100,0.0,1.355621576309204
50,5,PCNNLarge,3,100,0.01,1.3671598434448242
50,5,PCNNLarge,3,100,0.1,1.4786752462387085
50,5,PCNNLarge,4,5,0.0,1.3931262493133545
50,5,PCNNLarge,4,5,0.01,1.5019198656082153
50,5,PCNNLarge,4,5,0.1,2.5269112586975098
50,5,PCNNLarge,4,25,0.0,1.3423434495925903
50,5,PCNNLarge,4,25,0.01,1.3464511632919312
50,5,PCNNLarge,4,25,0.1,1.6795486211776733
50,5,PCNNLarge,4,100,0.0,1.3378456830978394
50,5,PCNNLarge,4,100,0.01,1.3368077278137207
50,5,PCNNLarge,4,100,0.1,1.8535722494125366
50,5,PCNNLarge,5,5,0.0,1.3347464799880981
50,5,PCNNLarge,5,5,0.01,1.4996241331100464
50,5,PCNNLarge,5,5,0.1,5.647196292877197
50,5,PCNNLarge,5,25,0.0,1.3191288709640503
50,5,PCNNLarge,5,25,0.01,1.3651607036590576
50,5,PCNNLarge,5,25,0.1,4.246023654937744
50,5,PCNNLarge,5,100,0.0,1.3263030052185059
50,5,PCNNLarge,5,100,0.01,1.3355307579040527
50,5,PCNNLarge,5,100,0.1,2.938488721847534
50,5,PCNNLarge,6,5,0.0,1.386907696723938
50,5,PCNNLarge,6,5,0.01,1.4995836019515991
50,5,PCNNLarge,6,5,0.1,4.772018909454346
50,5,PCNNLarge,6,25,0.0,1.321847915649414
50,5,PCNNLarge,6,25,0.01,1.4017715454101562
50,5,PCNNLarge,6,25,0.1,6.305915355682373
50,5,PCNNLarge,6,100,0.0,1.3259812593460083
50,5,PCNNLarge,6,100,0.01,1.3473910093307495
50,5,PCNNLarge,6,100,0.1,3.117311716079712
50,10,FCNNSmall,3,5,0.0,3.3562071323394775
50,10,FCNNSmall,3,5,0.01,2.5186381340026855
50,10,FCNNSmall,3,5,0.1,4.285235404968262
50,10,FCNNSmall,3,25,0.0,2.1092352867126465
50,10,FCNNSmall,3,25,0.01,2.182316780090332
50,10,FCNNSmall,3,25,0.1,2.2482876777648926
50,10,FCNNSmall,3,100,0.0,2.1295530796051025
50,10,FCNNSmall,3,100,0.01,2.092564105987549
50,10,FCNNSmall,3,100,0.1,2.156456232070923
50,10,FCNNSmall,4,5,0.0,3.177823066711426
50,10,FCNNSmall,4,5,0.01,2.182767629623413
50,10,FCNNSmall,4,5,0.1,4.874192714691162
50,10,FCNNSmall,4,25,0.0,2.057265043258667
50,10,FCNNSmall,4,25,0.01,2.0888755321502686
50,10,FCNNSmall,4,25,0.1,3.9826626777648926
50,10,FCNNSmall,4,100,0.0,2.057018756866455
50,10,FCNNSmall,4,100,0.01,2.055823802947998
50,10,FCNNSmall,4,100,0.1,3.548198699951172
50,10,FCNNSmall,5,5,0.0,2.260185718536377
50,10,FCNNSmall,5,5,0.01,2.309980630874634
50,10,FCNNSmall,5,5,0.1,7.044055461883545
50,10,FCNNSmall,5,25,0.0,2.0317323207855225
50,10,FCNNSmall,5,25,0.01,2.066422700881958
50,10,FCNNSmall,5,25,0.1,6.20114278793335
50,10,FCNNSmall,5,100,0.0,2.0633301734924316
50,10,FCNNSmall,5,100,0.01,2.0687508583068848
50,10,FCNNSmall,5,100,0.1,5.292636871337891
50,10,FCNNSmall,6,5,0.0,2.1139447689056396
50,10,FCNNSmall,6,5,0.01,2.188204050064087
50,10,FCNNSmall,6,5,0.1,7.646702289581299
50,10,FCNNSmall,6,25,0.0,2.0631675720214844
50,10,FCNNSmall,6,25,0.01,2.0561084747314453
50,10,FCNNSmall,6,25,0.1,7.173733234405518
50,10,FCNNSmall,6,100,0.0,2.0574233531951904
50,10,FCNNSmall,6,100,0.01,2.1097676753997803
50,10,FCNNSmall,6,100,0.1,7.8429670333862305
50,10,PCNNSmall,3,5,0.0,2.1606104373931885
50,10,PCNNSmall,3,5,0.01,2.1472926139831543
50,10,PCNNSmall,3,5,0.1,2.6301865577697754
50,10,PCNNSmall,3,25,0.0,2.104672431945801
50,10,PCNNSmall,3,25,0.01,2.0509417057037354
50,10,PCNNSmall,3,25,0.1,2.2884774208068848
50,10,PCNNSmall,3,100,0.0,2.109222412109375
50,10,PCNNSmall,3,100,0.01,2.1125011444091797
50,10,PCNNSmall,3,100,0.1,2.0943853855133057
50,10,PCNNSmall,4,5,0.0,2.1964006423950195
50,10,PCNNSmall,4,5,0.01,2.391223907470703
50,10,PCNNSmall,4,5,0.1,3.915469169616699
50,10,PCNNSmall,4,25,0.0,2.040351390838623
50,10,PCNNSmall,4,25,0.01,2.065095901489258
50,10,PCNNSmall,4,25,0.1,2.4882194995880127
50,10,PCNNSmall,4,100,0.0,2.054511785507202
50,10,PCNNSmall,4,100,0.01,2.071977138519287
50,10,PCNNSmall,4,100,0.1,2.2164785861968994
50,10,PCNNSmall,5,5,0.0,2.210440158843994
50,10,PCNNSmall,5,5,0.01,2.1926567554473877
50,10,PCNNSmall,5,5,0.1,6.871554374694824
50,10,PCNNSmall,5,25,0.0,2.0303962230682373
50,10,PCNNSmall,5,25,0.01,2.0375330448150635
50,10,PCNNSmall,5,25,0.1,3.9256277084350586
50,10,PCNNSmall,5,100,0.0,2.044311285018921
50,10,PCNNSmall,5,100,0.01,2.0388879776000977
50,10,PCNNSmall,5,100,0.1,3.698625326156616
50,10,PCNNSmall,6,5,0.0,2.212244749069214
50,10,PCNNSmall,6,5,0.01,2.281299352645874
50,10,PCNNSmall,6,5,0.1,9.25890064239502
50,10,PCNNSmall,6,25,0.0,2.0388190746307373
50,10,PCNNSmall,6,25,0.01,2.051870346069336
50,10,PCNNSmall,6,25,0.1,5.940587043762207
50,10,PCNNSmall,6,100,0.0,2.0412092208862305
50,10,PCNNSmall,6,100,0.01,2.0772979259490967
50,10,PCNNSmall,6,100,0.1,4.133450984954834
50,10,FCNNLarge,3,5,0.0,3.0354793071746826
50,10,FCNNLarge,3,5,0.01,1.7540448904037476
50,10,FCNNLarge,3,5,0.1,3.6050961017608643
50,10,FCNNLarge,3,25,0.0,1.368273377418518
50,10,FCNNLarge,3,25,0.01,1.4153249263763428
50,10,FCNNLarge,3,25,0.1,1.7389799356460571
50,10,FCNNLarge,3,100,0.0,1.3702930212020874
50,10,FCNNLarge,3,100,0.01,1.3700975179672241
50,10,FCNNLarge,3,100,0.1,1.4211196899414062
50,10,FCNNLarge,4,5,0.0,1.5306297540664673
50,10,FCNNLarge,4,5,0.01,1.9926564693450928
50,10,FCNNLarge,4,5,0.1,5.548356533050537
50,10,FCNNLarge,4,25,0.0,1.3373186588287354
50,10,FCNNLarge,4,25,0.01,1.3779574632644653
50,10,FCNNLarge,4,25,0.1,2.7323553562164307
50,10,FCNNLarge,4,100,0.0,1.3574848175048828
50,10,FCNNLarge,4,100,0.01,1.3350971937179565
50,10,FCNNLarge,4,100,0.1,2.5628557205200195
50,10,FCNNLarge,5,5,0.0,1.5090559720993042
50,10,FCNNLarge,5,5,0.01,1.482919454574585
50,10,FCNNLarge,5,5,0.1,6.780483722686768
50,10,FCNNLarge,5,25,0.0,1.3443541526794434
50,10,FCNNLarge,5,25,0.01,1.3785358667373657
50,10,FCNNLarge,5,25,0.1,6.20282506942749
50,10,FCNNLarge,5,100,0.0,1.3337368965148926
50,10,FCNNLarge,5,100,0.01,1.3603321313858032
50,10,FCNNLarge,5,100,0.1,4.907654762268066
50,10,FCNNLarge,6,5,0.0,1.4056612253189087
50,10,FCNNLarge,6,5,0.01,1.5190370082855225
50,10,FCNNLarge,6,5,0.1,8.148195266723633
50,10,FCNNLarge,6,25,0.0,1.3355623483657837
50,10,FCNNLarge,6,25,0.01,1.4074532985687256
50,10,FCNNLarge,6,25,0.1,9.215829849243164
50,10,FCNNLarge,6,100,0.0,1.3328063488006592
50,10,FCNNLarge,6,100,0.01,1.3850665092468262
50,10,FCNNLarge,6,100,0.1,5.6866888999938965
50,10,PCNNLarge,3,5,0.0,1.6542696952819824
50,10,PCNNLarge,3,5,0.01,1.7005605697631836
50,10,PCNNLarge,3,5,0.1,2.2315335273742676
50,10,PCNNLarge,3,25,0.0,1.3775041103363037
50,10,PCNNLarge,3,25,0.01,1.4315292835235596
50,10,PCNNLarge,3,25,0.1,1.7887961864471436
50,10,PCNNLarge,3,100,0.0,1.3663208484649658
50,10,PCNNLarge,3,100,0.01,1.3649003505706787
50,10,PCNNLarge,3,100,0.1,1.4653726816177368
50,10,PCNNLarge,4,5,0.0,1.3795982599258423
50,10,PCNNLarge,4,5,0.01,1.499759316444397
50,10,PCNNLarge,4,5,0.1,2.811835527420044
50,10,PCNNLarge,4,25,0.0,1.3382453918457031
50,10,PCNNLarge,4,25,0.01,1.3644884824752808
50,10,PCNNLarge,4,25,0.1,2.2217700481414795
50,10,PCNNLarge,4,100,0.0,1.3369998931884766
50,10,PCNNLarge,4,100,0.01,1.3324110507965088
50,10,PCNNLarge,4,100,0.1,1.802206039428711
50,10,PCNNLarge,5,5,0.0,1.3515757322311401
50,10,PCNNLarge,5,5,0.01,1.4956470727920532
50,10,PCNNLarge,5,5,0.1,4.429769515991211
50,10,PCNNLarge,5,25,0.0,1.3263959884643555
50,10,PCNNLarge,5,25,0.01,1.35650634765625
50,10,PCNNLarge,5,25,0.1,4.206740379333496
50,10,PCNNLarge,5,100,0.0,1.3254520893096924
50,10,PCNNLarge,5,100,0.01,1.3331551551818848
50,10,PCNNLarge,5,100,0.1,2.8075783252716064
50,10,PCNNLarge,6,5,0.0,1.3942663669586182
50,10,PCNNLarge,6,5,0.01,1.5379667282104492
50,10,PCNNLarge,6,5,0.1,6.932259559631348
50,10,PCNNLarge,6,25,0.0,1.3294347524642944
50,10,PCNNLarge,6,25,0.01,1.3846642971038818
50,10,PCNNLarge,6,25,0.1,6.562126159667969
50,10,PCNNLarge,6,100,0.0,1.3267431259155273
50,10,PCNNLarge,6,100,0.01,1.3584117889404297
50,10,PCNNLarge,6,100,0.1,4.176145553588867
100,1,FCNNSmall,3,5,0.0,3.1643617153167725
100,1,FCNNSmall,3,5,0.01,2.4878947734832764
100,1,FCNNSmall,3,5,0.1,3.597033739089966
100,1,FCNNSmall,3,25,0.0,2.1117336750030518
100,1,FCNNSmall,3,25,0.01,2.1068367958068848
100,1,FCNNSmall,3,25,0.1,2.378310441970825
100,1,FCNNSmall,3,100,0.0,2.1758806705474854
100,1,FCNNSmall,3,100,0.01,2.0770766735076904
100,1,FCNNSmall,3,100,0.1,2.1632838249206543
100,1,FCNNSmall,4,5,0.0,3.330930233001709
100,1,FCNNSmall,4,5,0.01,2.471898078918457
100,1,FCNNSmall,4,5,0.1,4.452144145965576
100,1,FCNNSmall,4,25,0.0,2.052137851715088
100,1,FCNNSmall,4,25,0.01,2.11972713470459
100,1,FCNNSmall,4,25,0.1,3.244656801223755
100,1,FCNNSmall,4,100,0.0,2.119356155395508
100,1,FCNNSmall,4,100,0.01,2.0844061374664307
100,1,FCNNSmall,4,100,0.1,3.235837697982788
100,1,FCNNSmall,5,5,0.0,2.2386815547943115
100,1,FCNNSmall,5,5,0.01,2.433779001235962
100,1,FCNNSmall,5,5,0.1,9.847393989562988
100,1,FCNNSmall,5,25,0.0,2.074052095413208
100,1,FCNNSmall,5,25,0.01,2.086380958557129
100,1,FCNNSmall,5,25,0.1,7.6583967208862305
100,1,FCNNSmall,5,100,0.0,2.0692248344421387
100,1,FCNNSmall,5,100,0.01,2.087477684020996
100,1,FCNNSmall,5,100,0.1,5.517735958099365
100,1,FCNNSmall,6,5,0.0,2.1376230716705322
100,1,FCNNSmall,6,5,0.01,2.5701022148132324
100,1,FCNNSmall,6,5,0.1,12.193928718566895
100,1,FCNNSmall,6,25,0.0,2.056286096572876
100,1,FCNNSmall,6,25,0.01,2.1085808277130127
100,1,FCNNSmall,6,25,0.1,9.111455917358398
100,1,FCNNSmall,6,100,0.0,2.08364200592041
100,1,FCNNSmall,6,100,0.01,2.124558210372925
100,1,FCNNSmall,6,100,0.1,6.4712815284729
100,1,PCNNSmall,3,5,0.0,2.849156141281128
100,1,PCNNSmall,3,5,0.01,2.2305593490600586
100,1,PCNNSmall,3,5,0.1,3.036541700363159
100,1,PCNNSmall,3,25,0.0,2.0627427101135254
100,1,PCNNSmall,3,25,0.01,2.0432541370391846
100,1,PCNNSmall,3,25,0.1,2.3310835361480713
100,1,PCNNSmall,3,100,0.0,2.0860562324523926
100,1,PCNNSmall,3,100,0.01,2.0867063999176025
100,1,PCNNSmall,3,100,0.1,2.0705103874206543
100,1,PCNNSmall,4,5,0.0,2.1671485900878906
100,1,PCNNSmall,4,5,0.01,2.373885154724121
100,1,PCNNSmall,4,5,0.1,4.234465599060059
100,1,PCNNSmall,4,25,0.0,2.0562291145324707
100,1,PCNNSmall,4,25,0.01,2.05387544631958
100,1,PCNNSmall,4,25,0.1,2.475982427597046
100,1,PCNNSmall,4,100,0.0,2.0230677127838135
100,1,PCNNSmall,4,100,0.01,2.0458362102508545
100,1,PCNNSmall,4,100,0.1,2.1549482345581055
100,1,PCNNSmall,5,5,0.0,2.1390140056610107
100,1,PCNNSmall,5,5,0.01,2.5062408447265625
100,1,PCNNSmall,5,5,0.1,7.140149116516113
100,1,PCNNSmall,5,25,0.0,2.011000871658325
100,1,PCNNSmall,5,25,0.01,2.0484468936920166
100,1,PCNNSmall,5,25,0.1,3.1071958541870117
100,1,PCNNSmall,5,100,0.0,2.0467400550842285
100,1,PCNNSmall,5,100,0.01,2.053586483001709
100,1,PCNNSmall,5,100,0.1,2.4043426513671875
100,1,PCNNSmall,6,5,0.0,2.113344192504883
100,1,PCNNSmall,6,5,0.01,2.4227535724639893
100,1,PCNNSmall,6,5,0.1,8.712261199951172
100,1,PCNNSmall,6,25,0.0,2.023984909057617
100,1,PCNNSmall,6,25,0.01,2.0555524826049805
100,1,PCNNSmall,6,25,0.1,6.663352966308594
100,1,PCNNSmall,6,100,0.0,2.0193982124328613
100,1,PCNNSmall,6,100,0.01,2.0804452896118164
100,1,PCNNSmall,6,100,0.1,2.450824737548828
100,1,FCNNLarge,3,5,0.0,2.430868148803711
100,1,FCNNLarge,3,5,0.01,1.570591926574707
100,1,FCNNLarge,3,5,0.1,2.743063449859619
100,1,FCNNLarge,3,25,0.0,1.0845770835876465
100,1,FCNNLarge,3,25,0.01,1.0815013647079468
100,1,FCNNLarge,3,25,0.1,1.3522632122039795
100,1,FCNNLarge,3,100,0.0,1.059370517730713
100,1,FCNNLarge,3,100,0.01,1.0592411756515503
100,1,FCNNLarge,3,100,0.1,1.1651805639266968
100,1,FCNNLarge,4,5,0.0,1.251378059387207
100,1,FCNNLarge,4,5,0.01,1.6894210577011108
100,1,FCNNLarge,4,5,0.1,5.081411838531494
100,1,FCNNLarge,4,25,0.0,1.0401384830474854
100,1,FCNNLarge,4,25,0.01,1.0779213905334473
100,1,FCNNLarge,4,25,0.1,3.846066474914551
100,1,FCNNLarge,4,100,0.0,1.0421524047851562
100,1,FCNNLarge,4,100,0.01,1.028617024421692
100,1,FCNNLarge,4,100,0.1,3.2854485511779785
100,1,FCNNLarge,5,5,0.0,1.0807117223739624
100,1,FCNNLarge,5,5,0.01,1.4690495729446411
100,1,FCNNLarge,5,5,0.1,9.872468948364258
100,1,FCNNLarge,5,25,0.0,1.0460476875305176
100,1,FCNNLarge,5,25,0.01,1.1019140481948853
100,1,FCNNLarge,5,25,0.1,6.81804895401001
100,1,FCNNLarge,5,100,0.0,1.031754970550537
100,1,FCNNLarge,5,100,0.01,1.0590468645095825
100,1,FCNNLarge,5,100,0.1,6.016458988189697
100,1,FCNNLarge,6,5,0.0,1.2172833681106567
100,1,FCNNLarge,6,5,0.01,1.3383021354675293
100,1,FCNNLarge,6,5,0.1,10.505399703979492
100,1,FCNNLarge,6,25,0.0,1.0217273235321045
100,1,FCNNLarge,6,25,0.01,1.2826133966445923
100,1,FCNNLarge,6,25,0.1,9.057918548583984
100,1,FCNNLarge,6,100,0.0,1.0385297536849976
100,1,FCNNLarge,6,100,0.01,1.2476240396499634
100,1,FCNNLarge,6,100,0.1,6.381417751312256
100,1,PCNNLarge,3,5,0.0,1.3264480829238892
100,1,PCNNLarge,3,5,0.01,1.579025149345398
100,1,PCNNLarge,3,5,0.1,2.488042116165161
100,1,PCNNLarge,3,25,0.0,1.0840429067611694
100,1,PCNNLarge,3,25,0.01,1.2219820022583008
100,1,PCNNLarge,3,25,0.1,1.7050740718841553
100,1,PCNNLarge,3,100,0.0,1.0713260173797607
100,1,PCNNLarge,3,100,0.01,1.0422598123550415
100,1,PCNNLarge,3,100,0.1,1.261910080909729
100,1,PCNNLarge,4,5,0.0,1.2637569904327393
100,1,PCNNLarge,4,5,0.01,1.4053055047988892
100,1,PCNNLarge,4,5,0.1,3.1725916862487793
100,1,PCNNLarge,4,25,0.0,1.019483208656311
100,1,PCNNLarge,4,25,0.01,1.0582621097564697
100,1,PCNNLarge,4,25,0.1,2.251750946044922
100,1,PCNNLarge,4,100,0.0,1.0243045091629028
100,1,PCNNLarge,4,100,0.01,1.0231337547302246
100,1,PCNNLarge,4,100,0.1,1.5250617265701294
100,1,PCNNLarge,5,5,0.0,1.080273151397705
100,1,PCNNLarge,5,5,0.01,1.515189528465271
100,1,PCNNLarge,5,5,0.1,7.3874616622924805
100,1,PCNNLarge,5,25,0.0,1.0119855403900146
100,1,PCNNLarge,5,25,0.01,1.1024093627929688
100,1,PCNNLarge,5,25,0.1,3.088139295578003
100,1,PCNNLarge,5,100,0.0,1.008337140083313
100,1,PCNNLarge,5,100,0.01,1.071582555770874
100,1,PCNNLarge,5,100,0.1,2.6451332569122314
100,1,PCNNLarge,6,5,0.0,1.1171058416366577
100,1,PCNNLarge,6,5,0.01,1.6904805898666382
100,1,PCNNLarge,6,5,0.1,3.5148448944091797
100,1,PCNNLarge,6,25,0.0,1.0069892406463623
100,1,PCNNLarge,6,25,0.01,1.1686584949493408
100,1,PCNNLarge,6,25,0.1,7.993117332458496
100,1,PCNNLarge,6,100,0.0,1.0028085708618164
100,1,PCNNLarge,6,100,0.01,1.0647848844528198
100,1,PCNNLarge,6,100,0.1,3.569063425064087
100,2,FCNNSmall,3,5,0.0,3.219109296798706
100,2,FCNNSmall,3,5,0.01,2.2509384155273438
100,2,FCNNSmall,3,5,0.1,3.3264458179473877
100,2,FCNNSmall,3,25,0.0,1.857507348060608
100,2,FCNNSmall,3,25,0.01,1.9079351425170898
100,2,FCNNSmall,3,25,0.1,2.1710100173950195
100,2,FCNNSmall,3,100,0.0,1.890136957168579
100,2,FCNNSmall,3,100,0.01,1.81743323802948
100,2,FCNNSmall,3,100,0.1,1.9156736135482788
100,2,FCNNSmall,4,5,0.0,3.218141555786133
100,2,FCNNSmall,4,5,0.01,2.4094154834747314
100,2,FCNNSmall,4,5,0.1,5.438927173614502
100,2,FCNNSmall,4,25,0.0,1.7959426641464233
100,2,FCNNSmall,4,25,0.01,1.8389949798583984
100,2,FCNNSmall,4,25,0.1,3.7127737998962402
100,2,FCNNSmall,4,100,0.0,1.8372302055358887
100,2,FCNNSmall,4,100,0.01,1.8349496126174927
100,2,FCNNSmall,4,100,0.1,3.5998260974884033
100,2,FCNNSmall,5,5,0.0,2.0565192699432373
100,2,FCNNSmall,5,5,0.01,2.212214469909668
100,2,FCNNSmall,5,5,0.1,9.618871688842773
100,2,FCNNSmall,5,25,0.0,1.8005114793777466
100,2,FCNNSmall,5,25,0.01,1.8485898971557617
100,2,FCNNSmall,5,25,0.1,7.050285816192627
100,2,FCNNSmall,5,100,0.0,1.8237013816833496
100,2,FCNNSmall,5,100,0.01,1.8696820735931396
100,2,FCNNSmall,5,100,0.1,5.477663040161133
100,2,FCNNSmall,6,5,0.0,2.0360422134399414
100,2,FCNNSmall,6,5,0.01,2.3502559661865234
100,2,FCNNSmall,6,5,0.1,11.580904960632324
100,2,FCNNSmall,6,25,0.0,1.779724359512329
100,2,FCNNSmall,6,25,0.01,1.867503046989441
100,2,FCNNSmall,6,25,0.1,8.771848678588867
100,2,FCNNSmall,6,100,0.0,1.8134112358093262
100,2,FCNNSmall,6,100,0.01,1.8844780921936035
100,2,FCNNSmall,6,100,0.1,6.900436878204346
100,2,PCNNSmall,3,5,0.0,1.9041293859481812
100,2,PCNNSmall,3,5,0.01,2.06653094291687
100,2,PCNNSmall,3,5,0.1,3.0113019943237305
100,2,PCNNSmall,3,25,0.0,1.8910119533538818
100,2,PCNNSmall,3,25,0.01,1.8281371593475342
100,2,PCNNSmall,3,25,0.1,2.182591676712036
100,2,PCNNSmall,3,100,0.0,1.8302431106567383
100,2,PCNNSmall,3,100,0.01,1.843185305595398
100,2,PCNNSmall,3,100,0.1,1.8865996599197388
100,2,PCNNSmall,4,5,0.0,1.889740228652954
100,2,PCNNSmall,4,5,0.01,2.4199719429016113
100,2,PCNNSmall,4,5,0.1,4.940801620483398
100,2,PCNNSmall,4,25,0.0,1.7851791381835938
100,2,PCNNSmall,4,25,0.01,1.8124982118606567
100,2,PCNNSmall,4,25,0.1,2.2556378841400146
100,2,PCNNSmall,4,100,0.0,1.825661063194275
100,2,PCNNSmall,4,100,0.01,1.8070180416107178
100,2,PCNNSmall,4,100,0.1,1.9651755094528198
100,2,PCNNSmall,5,5,0.0,1.8203181028366089
100,2,PCNNSmall,5,5,0.01,2.251168727874756
100,2,PCNNSmall,5,5,0.1,6.201918601989746
100,2,PCNNSmall,5,25,0.0,1.7890573740005493
100,2,PCNNSmall,5,25,0.01,1.823505163192749
100,2,PCNNSmall,5,25,0.1,4.628805160522461
100,2,PCNNSmall,5,100,0.0,1.7897039651870728
100,2,PCNNSmall,5,100,0.01,1.8173154592514038
100,2,PCNNSmall,5,100,0.1,2.6812801361083984
100,2,PCNNSmall,6,5,0.0,1.8782788515090942
100,2,PCNNSmall,6,5,0.01,2.197678804397583
100,2,PCNNSmall,6,5,0.1,10.869848251342773
100,2,PCNNSmall,6,25,0.0,1.7825242280960083
100,2,PCNNSmall,6,25,0.01,1.8077430725097656
100,2,PCNNSmall,6,25,0.1,6.494523048400879
100,2,PCNNSmall,6,100,0.0,1.7972217798233032
100,2,PCNNSmall,6,100,0.01,1.8396170139312744
100,2,PCNNSmall,6,100,0.1,3.5282328128814697
100,2,FCNNLarge,3,5,0.0,1.2810019254684448
100,2,FCNNLarge,3,5,0.01,1.563923716545105
100,2,FCNNLarge,3,5,0.1,2.715874433517456
100,2,FCNNLarge,3,25,0.0,1.0564720630645752
100,2,FCNNLarge,3,25,0.01,1.1060760021209717
100,2,FCNNLarge,3,25,0.1,1.3432788848876953
100,2,FCNNLarge,3,100,0.0,1.0621498823165894
100,2,FCNNLarge,3,100,0.01,1.0560566186904907
100,2,FCNNLarge,3,100,0.1,1.197937250137329
100,2,FCNNLarge,4,5,0.0,1.8399494886398315
100,2,FCNNLarge,4,5,0.01,1.954358696937561
100,2,FCNNLarge,4,5,0.1,5.476936340332031
100,2,FCNNLarge,4,25,0.0,1.033416986465454
100,2,FCNNLarge,4,25,0.01,1.0676178932189941
100,2,FCNNLarge,4,25,0.1,3.3207504749298096
100,2,FCNNLarge,4,100,0.0,1.051076889038086
100,2,FCNNLarge,4,100,0.01,1.0386232137680054
100,2,FCNNLarge,4,100,0.1,2.591491222381592
100,2,FCNNLarge,5,5,0.0,1.0880545377731323
100,2,FCNNLarge,5,5,0.01,1.4013996124267578
100,2,FCNNLarge,5,5,0.1,8.511269569396973
100,2,FCNNLarge,5,25,0.0,1.0223913192749023
100,2,FCNNLarge,5,25,0.01,1.0794342756271362
100,2,FCNNLarge,5,25,0.1,8.915186882019043
100,2,FCNNLarge,5,100,0.0,1.0401264429092407
100,2,FCNNLarge,5,100,0.01,1.1092559099197388
100,2,FCNNLarge,5,100,0.1,6.15602445602417
100,2,FCNNLarge,6,5,0.0,1.088484525680542
100,2,FCNNLarge,6,5,0.01,1.5632978677749634
100,2,FCNNLarge,6,5,0.1,11.128565788269043
100,2,FCNNLarge,6,25,0.0,1.0263361930847168
100,2,FCNNLarge,6,25,0.01,1.196962833404541
100,2,FCNNLarge,6,25,0.1,9.03018569946289
100,2,FCNNLarge,6,100,0.0,1.0375926494598389
100,2,FCNNLarge,6,100,0.01,1.2320886850357056
100,2,FCNNLarge,6,100,0.1,7.619252681732178
100,2,PCNNLarge,3,5,0.0,1.3130683898925781
100,2,PCNNLarge,3,5,0.01,1.5176960229873657
100,2,PCNNLarge,3,5,0.1,2.4224774837493896
100,2,PCNNLarge,3,25,0.0,1.107668161392212
100,2,PCNNLarge,3,25,0.01,1.1964527368545532
100,2,PCNNLarge,3,25,0.1,1.6699066162109375
100,2,PCNNLarge,3,100,0.0,1.0681060552597046
100,2,PCNNLarge,3,100,0.01,1.045521855354309
100,2,PCNNLarge,3,100,0.1,1.211715579032898
100,2,PCNNLarge,4,5,0.0,1.257218360900879
100,2,PCNNLarge,4,5,0.01,1.4219202995300293
100,2,PCNNLarge,4,5,0.1,3.069819688796997
100,2,PCNNLarge,4,25,0.0,1.0583641529083252
100,2,PCNNLarge,4,25,0.01,1.0531219244003296
100,2,PCNNLarge,4,25,0.1,2.1932597160339355
100,2,PCNNLarge,4,100,0.0,1.015616536140442
100,2,PCNNLarge,4,100,0.01,1.0160470008850098
100,2,PCNNLarge,4,100,0.1,1.572138786315918
100,2,PCNNLarge,5,5,0.0,1.0303062200546265
100,2,PCNNLarge,5,5,0.01,1.526378870010376
100,2,PCNNLarge,5,5,0.1,7.735832691192627
100,2,PCNNLarge,5,25,0.0,0.9985043406486511
100,2,PCNNLarge,5,25,0.01,1.0933994054794312
100,2,PCNNLarge,5,25,0.1,3.3767220973968506
100,2,PCNNLarge,5,100,0.0,1.0006555318832397
100,2,PCNNLarge,5,100,0.01,1.0633394718170166
100,2,PCNNLarge,5,100,0.1,2.9406187534332275
100,2,PCNNLarge,6,5,0.0,1.126023292541504
100,2,PCNNLarge,6,5,0.01,1.6529966592788696
100,2,PCNNLarge,6,5,0.1,7.671162128448486
100,2,PCNNLarge,6,25,0.0,1.0154229402542114
100,2,PCNNLarge,6,25,0.01,1.265805721282959
100,2,PCNNLarge,6,25,0.1,8.19416618347168
100,2,PCNNLarge,6,100,0.0,1.0015331506729126
100,2,PCNNLarge,6,100,0.01,1.1534556150436401
100,2,PCNNLarge,6,100,0.1,3.513916254043579
100,5,FCNNSmall,3,5,0.0,3.028775930404663
100,5,FCNNSmall,3,5,0.01,2.436213970184326
100,5,FCNNSmall,3,5,0.1,3.3073270320892334
100,5,FCNNSmall,3,25,0.0,1.7589205503463745
100,5,FCNNSmall,3,25,0.01,1.9664477109909058
100,5,FCNNSmall,3,25,0.1,2.1247594356536865
100,5,FCNNSmall,3,100,0.0,1.7443671226501465
100,5,FCNNSmall,3,100,0.01,1.7010587453842163
100,5,FCNNSmall,3,100,0.1,1.9177693128585815
100,5,FCNNSmall,4,5,0.0,2.028449535369873
100,5,FCNNSmall,4,5,0.01,2.06390643119812
100,5,FCNNSmall,4,5,0.1,6.8462653160095215
100,5,FCNNSmall,4,25,0.0,1.6762986183166504
100,5,FCNNSmall,4,25,0.01,1.7416006326675415
100,5,FCNNSmall,4,25,0.1,4.009183406829834
100,5,FCNNSmall,4,100,0.0,1.6831305027008057
100,5,FCNNSmall,4,100,0.01,1.6982533931732178
100,5,FCNNSmall,4,100,0.1,3.047106981277466
100,5,FCNNSmall,5,5,0.0,1.9039164781570435
100,5,FCNNSmall,5,5,0.01,2.1041007041931152
