size,k,model,layers,neurons,dropout,test_mape
20,10,PCNNSmall,4,100,0.0,2.268099069595337
20,10,PCNNSmall,4,100,0.01,2.256019115447998
20,10,PCNNSmall,4,100,0.1,2.3131046295166016
20,10,PCNNSmall,5,5,0.0,2.4746129512786865
20,10,PCNNSmall,5,5,0.01,2.4852664470672607
20,10,PCNNSmall,5,5,0.1,4.586297512054443
20,10,PCNNSmall,5,25,0.0,2.2299180030822754
20,10,PCNNSmall,5,25,0.01,2.213658094406128
20,10,PCNNSmall,5,25,0.1,3.230794906616211
20,10,PCNNSmall,5,100,0.0,2.2476806640625
20,10,PCNNSmall,5,100,0.01,2.2461180686950684
20,10,PCNNSmall,5,100,0.1,2.8263182640075684
20,10,PCNNSmall,6,5,0.0,2.494248867034912
20,10,PCNNSmall,6,5,0.01,2.3930723667144775
20,10,PCNNSmall,6,5,0.1,5.657402992248535
20,10,PCNNSmall,6,25,0.0,2.240823268890381
20,10,PCNNSmall,6,25,0.01,2.2337331771850586
20,10,PCNNSmall,6,25,0.1,4.750548839569092
20,10,PCNNSmall,6,100,0.0,2.2325539588928223
20,10,PCNNSmall,6,100,0.01,2.2515459060668945
20,10,PCNNSmall,6,100,0.1,2.975529432296753
20,10,FCNNLarge,3,5,0.0,2.5729141235351562
20,10,FCNNLarge,3,5,0.01,1.8925182819366455
20,10,FCNNLarge,3,5,0.1,1.9114539623260498
20,10,FCNNLarge,3,25,0.0,1.6069440841674805
20,10,FCNNLarge,3,25,0.01,1.5760637521743774
20,10,FCNNLarge,3,25,0.1,1.6683293581008911
20,10,FCNNLarge,3,100,0.0,1.5812921524047852
20,10,FCNNLarge,3,100,0.01,1.569671869277954
20,10,FCNNLarge,3,100,0.1,1.5503711700439453
20,10,FCNNLarge,4,5,0.0,1.9213060140609741
20,10,FCNNLarge,4,5,0.01,2.014542818069458
20,10,FCNNLarge,4,5,0.1,3.159475564956665
20,10,FCNNLarge,4,25,0.0,1.5475350618362427
20,10,FCNNLarge,4,25,0.01,1.5541263818740845
20,10,FCNNLarge,4,25,0.1,2.4178876876831055
20,10,FCNNLarge,4,100,0.0,1.5518280267715454
20,10,FCNNLarge,4,100,0.01,1.5408719778060913
20,10,FCNNLarge,4,100,0.1,2.092758893966675
20,10,FCNNLarge,5,5,0.0,1.692198634147644
20,10,FCNNLarge,5,5,0.01,1.6162793636322021
20,10,FCNNLarge,5,5,0.1,5.39851188659668
20,10,FCNNLarge,5,25,0.0,1.5402971506118774
20,10,FCNNLarge,5,25,0.01,1.560217261314392
20,10,FCNNLarge,5,25,0.1,4.00154972076416
20,10,FCNNLarge,5,100,0.0,1.5465714931488037
20,10,FCNNLarge,5,100,0.01,1.5380563735961914
20,10,FCNNLarge,5,100,0.1,4.000401496887207
20,10,FCNNLarge,6,5,0.0,1.6002460718154907
20,10,FCNNLarge,6,5,0.01,1.6893577575683594
20,10,FCNNLarge,6,5,0.1,5.152484893798828
20,10,FCNNLarge,6,25,0.0,1.546706199645996
20,10,FCNNLarge,6,25,0.01,1.549483060836792
20,10,FCNNLarge,6,25,0.1,6.313509464263916
20,10,FCNNLarge,6,100,0.0,1.5484719276428223
20,10,FCNNLarge,6,100,0.01,1.5413942337036133
20,10,FCNNLarge,6,100,0.1,4.8702826499938965
20,10,PCNNLarge,3,5,0.0,2.0695180892944336
20,10,PCNNLarge,3,5,0.01,1.9470897912979126
20,10,PCNNLarge,3,5,0.1,2.166733980178833
20,10,PCNNLarge,3,25,0.0,1.626899242401123
20,10,PCNNLarge,3,25,0.01,1.6150652170181274
20,10,PCNNLarge,3,25,0.1,1.7343002557754517
20,10,PCNNLarge,3,100,0.0,1.6398801803588867
20,10,PCNNLarge,3,100,0.01,1.6178958415985107
20,10,PCNNLarge,3,100,0.1,1.6380615234375
20,10,PCNNLarge,4,5,0.0,1.6620397567749023
20,10,PCNNLarge,4,5,0.01,1.7173360586166382
20,10,PCNNLarge,4,5,0.1,2.525759220123291
20,10,PCNNLarge,4,25,0.0,1.5910035371780396
20,10,PCNNLarge,4,25,0.01,1.5693422555923462
20,10,PCNNLarge,4,25,0.1,1.8970069885253906
20,10,PCNNLarge,4,100,0.0,1.5991275310516357
20,10,PCNNLarge,4,100,0.01,1.6019800901412964
20,10,PCNNLarge,4,100,0.1,1.6647353172302246
20,10,PCNNLarge,5,5,0.0,1.6241179704666138
20,10,PCNNLarge,5,5,0.01,1.7267998456954956
20,10,PCNNLarge,5,5,0.1,4.563907623291016
20,10,PCNNLarge,5,25,0.0,1.554931402206421
20,10,PCNNLarge,5,25,0.01,1.5660356283187866
20,10,PCNNLarge,5,25,0.1,2.788891553878784
20,10,PCNNLarge,5,100,0.0,1.5883241891860962
20,10,PCNNLarge,5,100,0.01,1.5718458890914917
20,10,PCNNLarge,5,100,0.1,2.2064290046691895
20,10,PCNNLarge,6,5,0.0,1.6518346071243286
20,10,PCNNLarge,6,5,0.01,1.6570384502410889
20,10,PCNNLarge,6,5,0.1,4.743929386138916
20,10,PCNNLarge,6,25,0.0,1.5599751472473145
20,10,PCNNLarge,6,25,0.01,1.572972059249878
20,10,PCNNLarge,6,25,0.1,4.877117156982422
20,10,PCNNLarge,6,100,0.0,1.5816951990127563
20,10,PCNNLarge,6,100,0.01,1.599475622177124
20,10,PCNNLarge,6,100,0.1,2.39523983001709
50,1,FCNNSmall,3,5,0.0,3.6562976837158203
50,1,FCNNSmall,3,5,0.01,2.8937833309173584
50,1,FCNNSmall,3,5,0.1,3.3407676219940186
50,1,FCNNSmall,3,25,0.0,2.5740489959716797
50,1,FCNNSmall,3,25,0.01,2.508416175842285
50,1,FCNNSmall,3,25,0.1,2.634389638900757
50,1,FCNNSmall,3,100,0.0,2.5745081901550293
50,1,FCNNSmall,3,100,0.01,2.512737512588501
50,1,FCNNSmall,3,100,0.1,2.5024890899658203
50,1,FCNNSmall,4,5,0.0,2.6664180755615234
50,1,FCNNSmall,4,5,0.01,2.7377688884735107
50,1,FCNNSmall,4,5,0.1,6.0833659172058105
50,1,FCNNSmall,4,25,0.0,2.471428632736206
50,1,FCNNSmall,4,25,0.01,2.479809522628784
50,1,FCNNSmall,4,25,0.1,3.3825104236602783
50,1,FCNNSmall,4,100,0.0,2.5094690322875977
50,1,FCNNSmall,4,100,0.01,2.487846612930298
50,1,FCNNSmall,4,100,0.1,3.063232898712158
50,1,FCNNSmall,5,5,0.0,2.581176996231079
50,1,FCNNSmall,5,5,0.01,2.616255283355713
50,1,FCNNSmall,5,5,0.1,6.458699703216553
50,1,FCNNSmall,5,25,0.0,2.4516799449920654
50,1,FCNNSmall,5,25,0.01,2.4665160179138184
50,1,FCNNSmall,5,25,0.1,5.7849507331848145
50,1,FCNNSmall,5,100,0.0,2.479686737060547
50,1,FCNNSmall,5,100,0.01,2.4830055236816406
50,1,FCNNSmall,5,100,0.1,4.033736705780029
50,1,FCNNSmall,6,5,0.0,2.6352269649505615
50,1,FCNNSmall,6,5,0.01,2.6842434406280518
50,1,FCNNSmall,6,5,0.1,8.460901260375977
50,1,FCNNSmall,6,25,0.0,2.4487411975860596
50,1,FCNNSmall,6,25,0.01,2.4929957389831543
50,1,FCNNSmall,6,25,0.1,8.605917930603027
50,1,FCNNSmall,6,100,0.0,2.4670841693878174
50,1,FCNNSmall,6,100,0.01,2.492457866668701
50,1,FCNNSmall,6,100,0.1,4.461883068084717
50,1,PCNNSmall,3,5,0.0,2.615302324295044
50,1,PCNNSmall,3,5,0.01,2.599242925643921
50,1,PCNNSmall,3,5,0.1,3.1742889881134033
50,1,PCNNSmall,3,25,0.0,2.521230459213257
50,1,PCNNSmall,3,25,0.01,2.483105182647705
50,1,PCNNSmall,3,25,0.1,2.6362314224243164
50,1,PCNNSmall,3,100,0.0,2.522487163543701
50,1,PCNNSmall,3,100,0.01,2.5411908626556396
50,1,PCNNSmall,3,100,0.1,2.5129382610321045
50,1,PCNNSmall,4,5,0.0,2.547456741333008
50,1,PCNNSmall,4,5,0.01,2.6148414611816406
50,1,PCNNSmall,4,5,0.1,4.0650200843811035
50,1,PCNNSmall,4,25,0.0,2.472028970718384
50,1,PCNNSmall,4,25,0.01,2.4781992435455322
50,1,PCNNSmall,4,25,0.1,2.6661009788513184
50,1,PCNNSmall,4,100,0.0,2.4830846786499023
50,1,PCNNSmall,4,100,0.01,2.494856834411621
50,1,PCNNSmall,4,100,0.1,2.5690181255340576
50,1,PCNNSmall,5,5,0.0,2.5024757385253906
50,1,PCNNSmall,5,5,0.01,2.7693779468536377
50,1,PCNNSmall,5,5,0.1,5.487756729125977
50,1,PCNNSmall,5,25,0.0,2.4603352546691895
50,1,PCNNSmall,5,25,0.01,2.484661340713501
50,1,PCNNSmall,5,25,0.1,3.440314292907715
50,1,PCNNSmall,5,100,0.0,2.475379228591919
50,1,PCNNSmall,5,100,0.01,2.471691370010376
50,1,PCNNSmall,5,100,0.1,2.631917715072632
50,1,PCNNSmall,6,5,0.0,2.501728057861328
50,1,PCNNSmall,6,5,0.01,2.596830129623413
50,1,PCNNSmall,6,5,0.1,7.646908760070801
50,1,PCNNSmall,6,25,0.0,2.4559202194213867
50,1,PCNNSmall,6,25,0.01,2.4699912071228027
50,1,PCNNSmall,6,25,0.1,5.254173755645752
50,1,PCNNSmall,6,100,0.0,2.487865686416626
50,1,PCNNSmall,6,100,0.01,2.4889955520629883
50,1,PCNNSmall,6,100,0.1,2.881115674972534
50,1,FCNNLarge,3,5,0.0,2.904446601867676
50,1,FCNNLarge,3,5,0.01,1.7570830583572388
50,1,FCNNLarge,3,5,0.1,2.3352417945861816
50,1,FCNNLarge,3,25,0.0,1.3725661039352417
50,1,FCNNLarge,3,25,0.01,1.391592264175415
50,1,FCNNLarge,3,25,0.1,1.4927763938903809
50,1,FCNNLarge,3,100,0.0,1.362818956375122
50,1,FCNNLarge,3,100,0.01,1.3651949167251587
50,1,FCNNLarge,3,100,0.1,1.3993533849716187
50,1,FCNNLarge,4,5,0.0,1.4271951913833618
50,1,FCNNLarge,4,5,0.01,1.9212454557418823
50,1,FCNNLarge,4,5,0.1,5.023443222045898
50,1,FCNNLarge,4,25,0.0,1.3555124998092651
50,1,FCNNLarge,4,25,0.01,1.3338567018508911
50,1,FCNNLarge,4,25,0.1,3.046668529510498
50,1,FCNNLarge,4,100,0.0,1.3597530126571655
50,1,FCNNLarge,4,100,0.01,1.3339004516601562
50,1,FCNNLarge,4,100,0.1,2.202857255935669
50,1,FCNNLarge,5,5,0.0,1.4082677364349365
50,1,FCNNLarge,5,5,0.01,1.5324031114578247
50,1,FCNNLarge,5,5,0.1,6.83856725692749
50,1,FCNNLarge,5,25,0.0,1.329521894454956
50,1,FCNNLarge,5,25,0.01,1.3450124263763428
50,1,FCNNLarge,5,25,0.1,6.23797082901001
50,1,FCNNLarge,5,100,0.0,1.3537089824676514
50,1,FCNNLarge,5,100,0.01,1.3519079685211182
50,1,FCNNLarge,5,100,0.1,4.515768527984619
50,1,FCNNLarge,6,5,0.0,1.4727281332015991
50,1,FCNNLarge,6,5,0.01,1.5336304903030396
50,1,FCNNLarge,6,5,0.1,8.845053672790527
50,1,FCNNLarge,6,25,0.0,1.3311421871185303
50,1,FCNNLarge,6,25,0.01,1.368355393409729
50,1,FCNNLarge,6,25,0.1,8.934183120727539
50,1,FCNNLarge,6,100,0.0,1.3466839790344238
50,1,FCNNLarge,6,100,0.01,1.383650779724121
50,1,FCNNLarge,6,100,0.1,5.205841064453125
50,1,PCNNLarge,3,5,0.0,1.705214023590088
50,1,PCNNLarge,3,5,0.01,1.7314484119415283
50,1,PCNNLarge,3,5,0.1,2.2138242721557617
50,1,PCNNLarge,3,25,0.0,1.3646759986877441
50,1,PCNNLarge,3,25,0.01,1.4240312576293945
50,1,PCNNLarge,3,25,0.1,1.7832837104797363
50,1,PCNNLarge,3,100,0.0,1.3530548810958862
50,1,PCNNLarge,3,100,0.01,1.346968173980713
50,1,PCNNLarge,3,100,0.1,1.4982353448867798
50,1,PCNNLarge,4,5,0.0,1.407102108001709
50,1,PCNNLarge,4,5,0.01,1.507228136062622
50,1,PCNNLarge,4,5,0.1,2.2380259037017822
50,1,PCNNLarge,4,25,0.0,1.3425390720367432
50,1,PCNNLarge,4,25,0.01,1.3437714576721191
50,1,PCNNLarge,4,25,0.1,1.7183613777160645
50,1,PCNNLarge,4,100,0.0,1.3511446714401245
50,1,PCNNLarge,4,100,0.01,1.3276755809783936
50,1,PCNNLarge,4,100,0.1,1.5772768259048462
50,1,PCNNLarge,5,5,0.0,1.3472930192947388
50,1,PCNNLarge,5,5,0.01,1.5448359251022339
50,1,PCNNLarge,5,5,0.1,4.534061431884766
50,1,PCNNLarge,5,25,0.0,1.3318735361099243
50,1,PCNNLarge,5,25,0.01,1.356670618057251
50,1,PCNNLarge,5,25,0.1,2.938539743423462
50,1,PCNNLarge,5,100,0.0,1.332641363143921
50,1,PCNNLarge,5,100,0.01,1.3257434368133545
50,1,PCNNLarge,5,100,0.1,2.2779154777526855
50,1,PCNNLarge,6,5,0.0,1.4322222471237183
50,1,PCNNLarge,6,5,0.01,1.456672191619873
50,1,PCNNLarge,6,5,0.1,4.210272789001465
50,1,PCNNLarge,6,25,0.0,1.3250679969787598
50,1,PCNNLarge,6,25,0.01,1.3994210958480835
50,1,PCNNLarge,6,25,0.1,4.79112434387207
50,1,PCNNLarge,6,100,0.0,1.3263075351715088
50,1,PCNNLarge,6,100,0.01,1.3602875471115112
50,1,PCNNLarge,6,100,0.1,3.020820379257202
50,2,FCNNSmall,3,5,0.0,2.458415985107422
50,2,FCNNSmall,3,5,0.01,2.7099525928497314
50,2,FCNNSmall,3,5,0.1,3.149183988571167
50,2,FCNNSmall,3,25,0.0,2.304123878479004
50,2,FCNNSmall,3,25,0.01,2.2801830768585205
50,2,FCNNSmall,3,25,0.1,2.4582297801971436
50,2,FCNNSmall,3,100,0.0,2.296627998352051
50,2,FCNNSmall,3,100,0.01,2.2654311656951904
50,2,FCNNSmall,3,100,0.1,2.2509238719940186
50,2,FCNNSmall,4,5,0.0,2.3813443183898926
50,2,FCNNSmall,4,5,0.01,2.9375905990600586
50,2,FCNNSmall,4,5,0.1,5.66696310043335
50,2,FCNNSmall,4,25,0.0,2.236382007598877
50,2,FCNNSmall,4,25,0.01,2.263702154159546
50,2,FCNNSmall,4,25,0.1,3.4901530742645264
50,2,FCNNSmall,4,100,0.0,2.254788875579834
50,2,FCNNSmall,4,100,0.01,2.2200119495391846
50,2,FCNNSmall,4,100,0.1,2.8902969360351562
50,2,FCNNSmall,5,5,0.0,2.3838706016540527
50,2,FCNNSmall,5,5,0.01,2.3477184772491455
50,2,FCNNSmall,5,5,0.1,6.350607395172119
50,2,FCNNSmall,5,25,0.0,2.233407735824585
50,2,FCNNSmall,5,25,0.01,2.228121042251587
50,2,FCNNSmall,5,25,0.1,5.628498554229736
50,2,FCNNSmall,5,100,0.0,2.256530284881592
50,2,FCNNSmall,5,100,0.01,2.227449893951416
50,2,FCNNSmall,5,100,0.1,4.564878940582275
50,2,FCNNSmall,6,5,0.0,2.3462705612182617
50,2,FCNNSmall,6,5,0.01,2.376211643218994
50,2,FCNNSmall,6,5,0.1,8.675495147705078
50,2,FCNNSmall,6,25,0.0,2.227005958557129
50,2,FCNNSmall,6,25,0.01,2.253509283065796
50,2,FCNNSmall,6,25,0.1,8.399311065673828
50,2,FCNNSmall,6,100,0.0,2.238006830215454
50,2,FCNNSmall,6,100,0.01,2.2344002723693848
50,2,FCNNSmall,6,100,0.1,5.480432510375977
50,2,PCNNSmall,3,5,0.0,2.40118145942688
50,2,PCNNSmall,3,5,0.01,2.354936122894287
50,2,PCNNSmall,3,5,0.1,2.979823589324951
50,2,PCNNSmall,3,25,0.0,2.283421277999878
50,2,PCNNSmall,3,25,0.01,2.2659170627593994
50,2,PCNNSmall,3,25,0.1,2.4134626388549805
50,2,PCNNSmall,3,100,0.0,2.2802493572235107
50,2,PCNNSmall,3,100,0.01,2.290809392929077
50,2,PCNNSmall,3,100,0.1,2.286137819290161
50,2,PCNNSmall,4,5,0.0,2.3441574573516846
50,2,PCNNSmall,4,5,0.01,2.3928844928741455
50,2,PCNNSmall,4,5,0.1,3.6683828830718994
50,2,PCNNSmall,4,25,0.0,2.238227128982544
50,2,PCNNSmall,4,25,0.01,2.2178642749786377
50,2,PCNNSmall,4,25,0.1,2.4528231620788574
50,2,PCNNSmall,4,100,0.0,2.2525634765625
50,2,PCNNSmall,4,100,0.01,2.2428581714630127
50,2,PCNNSmall,4,100,0.1,2.3659605979919434
50,2,PCNNSmall,5,5,0.0,2.902487277984619
50,2,PCNNSmall,5,5,0.01,2.402911424636841
50,2,PCNNSmall,5,5,0.1,5.83399772644043
50,2,PCNNSmall,5,25,0.0,2.2175710201263428
50,2,PCNNSmall,5,25,0.01,2.2278659343719482
50,2,PCNNSmall,5,25,0.1,3.9623610973358154
50,2,PCNNSmall,5,100,0.0,2.2266576290130615
50,2,PCNNSmall,5,100,0.01,2.2214908599853516
50,2,PCNNSmall,5,100,0.1,2.652514934539795
50,2,PCNNSmall,6,5,0.0,2.75258207321167
50,2,PCNNSmall,6,5,0.01,2.354687213897705
50,2,PCNNSmall,6,5,0.1,6.32017183303833
50,2,PCNNSmall,6,25,0.0,2.2243337631225586
50,2,PCNNSmall,6,25,0.01,2.2310471534729004
50,2,PCNNSmall,6,25,0.1,5.764627933502197
50,2,PCNNSmall,6,100,0.0,2.217165946960449
50,2,PCNNSmall,6,100,0.01,2.237642765045166
50,2,PCNNSmall,6,100,0.1,2.9775609970092773
50,2,FCNNLarge,3,5,0.0,3.0588974952697754
50,2,FCNNLarge,3,5,0.01,1.7522293329238892
50,2,FCNNLarge,3,5,0.1,2.2266650199890137
50,2,FCNNLarge,3,25,0.0,1.3776752948760986
50,2,FCNNLarge,3,25,0.01,1.4033418893814087
50,2,FCNNLarge,3,25,0.1,1.4908391237258911
50,2,FCNNLarge,3,100,0.0,1.379734754562378
50,2,FCNNLarge,3,100,0.01,1.3732377290725708
50,2,FCNNLarge,3,100,0.1,1.4091827869415283
50,2,FCNNLarge,4,5,0.0,1.4271622896194458
50,2,FCNNLarge,4,5,0.01,1.9997743368148804
50,2,FCNNLarge,4,5,0.1,5.062968730926514
50,2,FCNNLarge,4,25,0.0,1.3483452796936035
50,2,FCNNLarge,4,25,0.01,1.342288613319397
50,2,FCNNLarge,4,25,0.1,3.601470947265625
50,2,FCNNLarge,4,100,0.0,1.3523962497711182
50,2,FCNNLarge,4,100,0.01,1.3412489891052246
50,2,FCNNLarge,4,100,0.1,2.4429996013641357
50,2,FCNNLarge,5,5,0.0,1.4129282236099243
50,2,FCNNLarge,5,5,0.01,1.604012370109558
50,2,FCNNLarge,5,5,0.1,6.971100807189941
50,2,FCNNLarge,5,25,0.0,1.3418320417404175
50,2,FCNNLarge,5,25,0.01,1.3638402223587036
50,2,FCNNLarge,5,25,0.1,6.895005702972412
50,2,FCNNLarge,5,100,0.0,1.3554775714874268
50,2,FCNNLarge,5,100,0.01,1.3529340028762817
50,2,FCNNLarge,5,100,0.1,4.104977130889893
50,2,FCNNLarge,6,5,0.0,1.4781625270843506
50,2,FCNNLarge,6,5,0.01,1.5455719232559204
50,2,FCNNLarge,6,5,0.1,8.455160140991211
50,2,FCNNLarge,6,25,0.0,1.3390775918960571
50,2,FCNNLarge,6,25,0.01,1.3500800132751465
50,2,FCNNLarge,6,25,0.1,8.43218994140625
50,2,FCNNLarge,6,100,0.0,1.3601586818695068
50,2,FCNNLarge,6,100,0.01,1.409048080444336
50,2,FCNNLarge,6,100,0.1,6.10584020614624
50,2,PCNNLarge,3,5,0.0,1.6767654418945312
50,2,PCNNLarge,3,5,0.01,1.7024372816085815
50,2,PCNNLarge,3,5,0.1,2.243980646133423
50,2,PCNNLarge,3,25,0.0,1.3683156967163086
50,2,PCNNLarge,3,25,0.01,1.4479998350143433
50,2,PCNNLarge,3,25,0.1,1.7617429494857788
50,2,PCNNLarge,3,100,0.0,1.356720209121704
50,2,PCNNLarge,3,100,0.01,1.355034351348877
50,2,PCNNLarge,3,100,0.1,1.4823222160339355
50,2,PCNNLarge,4,5,0.0,1.6744134426116943
50,2,PCNNLarge,4,5,0.01,1.5349688529968262
50,2,PCNNLarge,4,5,0.1,2.202307939529419
50,2,PCNNLarge,4,25,0.0,1.3578075170516968
50,2,PCNNLarge,4,25,0.01,1.3566453456878662
50,2,PCNNLarge,4,25,0.1,1.889079213142395
50,2,PCNNLarge,4,100,0.0,1.3387563228607178
50,2,PCNNLarge,4,100,0.01,1.3316681385040283
50,2,PCNNLarge,4,100,0.1,1.5959001779556274
50,2,PCNNLarge,5,5,0.0,1.3380736112594604
50,2,PCNNLarge,5,5,0.01,1.5309041738510132
50,2,PCNNLarge,5,5,0.1,5.22721529006958
50,2,PCNNLarge,5,25,0.0,1.3251121044158936
50,2,PCNNLarge,5,25,0.01,1.38075852394104
50,2,PCNNLarge,5,25,0.1,3.1933233737945557
50,2,PCNNLarge,5,100,0.0,1.332902431488037
50,2,PCNNLarge,5,100,0.01,1.3404039144515991
50,2,PCNNLarge,5,100,0.1,2.3993399143218994
50,2,PCNNLarge,6,5,0.0,1.4400063753128052
50,2,PCNNLarge,6,5,0.01,1.5037384033203125
50,2,PCNNLarge,6,5,0.1,3.483538866043091
50,2,PCNNLarge,6,25,0.0,1.325495719909668
50,2,PCNNLarge,6,25,0.01,1.3896613121032715
50,2,PCNNLarge,6,25,0.1,6.356114387512207
50,2,PCNNLarge,6,100,0.0,1.3188917636871338
50,2,PCNNLarge,6,100,0.01,1.352217435836792
50,2,PCNNLarge,6,100,0.1,3.0708937644958496
50,5,FCNNSmall,3,5,0.0,3.4243927001953125
50,5,FCNNSmall,3,5,0.01,2.5607504844665527
50,5,FCNNSmall,3,5,0.1,4.391822814941406
50,5,FCNNSmall,3,25,0.0,2.1971006393432617
50,5,FCNNSmall,3,25,0.01,2.1931674480438232
50,5,FCNNSmall,3,25,0.1,2.283214807510376
50,5,FCNNSmall,3,100,0.0,2.1603803634643555
50,5,FCNNSmall,3,100,0.01,2.1159918308258057
50,5,FCNNSmall,3,100,0.1,2.1217563152313232
50,5,FCNNSmall,4,5,0.0,2.205111503601074
50,5,FCNNSmall,4,5,0.01,2.364530563354492
50,5,FCNNSmall,4,5,0.1,5.451821804046631
50,5,FCNNSmall,4,25,0.0,2.1209919452667236
50,5,FCNNSmall,4,25,0.01,2.099090814590454
50,5,FCNNSmall,4,25,0.1,3.383883476257324
50,5,FCNNSmall,4,100,0.0,2.118474006652832
50,5,FCNNSmall,4,100,0.01,2.1112060546875
50,5,FCNNSmall,4,100,0.1,2.670865058898926
50,5,FCNNSmall,5,5,0.0,2.135659694671631
50,5,FCNNSmall,5,5,0.01,2.265575885772705
50,5,FCNNSmall,5,5,0.1,6.213519096374512
50,5,FCNNSmall,5,25,0.0,2.0936732292175293
50,5,FCNNSmall,5,25,0.01,2.112039089202881
50,5,FCNNSmall,5,25,0.1,4.83021879196167
50,5,FCNNSmall,5,100,0.0,2.113520383834839
50,5,FCNNSmall,5,100,0.01,2.128063917160034
50,5,FCNNSmall,5,100,0.1,4.899394512176514
50,5,FCNNSmall,6,5,0.0,2.1801655292510986
50,5,FCNNSmall,6,5,0.01,2.2870328426361084
50,5,FCNNSmall,6,5,0.1,8.834300994873047
50,5,FCNNSmall,6,25,0.0,2.078108787536621
50,5,FCNNSmall,6,25,0.01,2.117926597595215
50,5,FCNNSmall,6,25,0.1,9.000016212463379
50,5,FCNNSmall,6,100,0.0,2.1061031818389893
50,5,FCNNSmall,6,100,0.01,2.155182123184204
50,5,FCNNSmall,6,100,0.1,5.83764123916626
50,5,PCNNSmall,3,5,0.0,2.269325017929077
50,5,PCNNSmall,3,5,0.01,2.2026190757751465
50,5,PCNNSmall,3,5,0.1,2.829671859741211
50,5,PCNNSmall,3,25,0.0,2.1292903423309326
50,5,PCNNSmall,3,25,0.01,2.1153404712677
50,5,PCNNSmall,3,25,0.1,2.282546281814575
50,5,PCNNSmall,3,100,0.0,2.136899471282959
50,5,PCNNSmall,3,100,0.01,2.1572155952453613
50,5,PCNNSmall,3,100,0.1,2.11604905128479
50,5,PCNNSmall,4,5,0.0,2.2259328365325928
50,5,PCNNSmall,4,5,0.01,2.2804903984069824
50,5,PCNNSmall,4,5,0.1,4.300675392150879
50,5,PCNNSmall,4,25,0.0,2.0913326740264893
50,5,PCNNSmall,4,25,0.01,2.079216480255127
50,5,PCNNSmall,4,25,0.1,2.4563515186309814
50,5,PCNNSmall,4,100,0.0,2.100642204284668
50,5,PCNNSmall,4,100,0.01,2.0979349613189697
50,5,PCNNSmall,4,100,0.1,2.1884586811065674
50,5,PCNNSmall,5,5,0.0,2.1213860511779785
50,5,PCNNSmall,5,5,0.01,2.2949140071868896
50,5,PCNNSmall,5,5,0.1,5.837946891784668
50,5,PCNNSmall,5,25,0.0,2.0849180221557617
50,5,PCNNSmall,5,25,0.01,2.0865001678466797
50,5,PCNNSmall,5,25,0.1,3.8802621364593506
50,5,PCNNSmall,5,100,0.0,2.1068944931030273
50,5,PCNNSmall,5,100,0.01,2.092216968536377
50,5,PCNNSmall,5,100,0.1,3.1190948486328125
50,5,PCNNSmall,6,5,0.0,2.228910207748413
50,5,PCNNSmall,6,5,0.01,2.318556070327759
50,5,PCNNSmall,6,5,0.1,9.015074729919434
50,5,PCNNSmall,6,25,0.0,2.0811564922332764
50,5,PCNNSmall,6,25,0.01,2.098414421081543
50,5,PCNNSmall,6,25,0.1,6.100103378295898
50,5,PCNNSmall,6,100,0.0,2.0701100826263428
50,5,PCNNSmall,6,100,0.01,2.099048376083374
50,5,PCNNSmall,6,100,0.1,3.489426851272583
50,5,FCNNLarge,3,5,0.0,3.0702431201934814
50,5,FCNNLarge,3,5,0.01,1.744925856590271
50,5,FCNNLarge,3,5,0.1,3.6592447757720947
50,5,FCNNLarge,3,25,0.0,1.379988431930542
50,5,FCNNLarge,3,25,0.01,1.415395975112915
50,5,FCNNLarge,3,25,0.1,1.492546796798706
50,5,FCNNLarge,3,100,0.0,1.3812634944915771
50,5,FCNNLarge,3,100,0.01,1.3793832063674927
50,5,FCNNLarge,3,100,0.1,1.3920257091522217
50,5,FCNNLarge,4,5,0.0,1.5083210468292236
50,5,FCNNLarge,4,5,0.01,1.9888960123062134
50,5,FCNNLarge,4,5,0.1,4.372652530670166
50,5,FCNNLarge,4,25,0.0,1.3432151079177856
50,5,FCNNLarge,4,25,0.01,1.3579593896865845
50,5,FCNNLarge,4,25,0.1,2.950977325439453
50,5,FCNNLarge,4,100,0.0,1.3413933515548706
50,5,FCNNLarge,4,100,0.01,1.3384766578674316
50,5,FCNNLarge,4,100,0.1,2.081989288330078
50,5,FCNNLarge,5,5,0.0,1.5323141813278198
50,5,FCNNLarge,5,5,0.01,1.4903348684310913
50,5,FCNNLarge,5,5,0.1,6.123175144195557
50,5,FCNNLarge,5,25,0.0,1.3279528617858887
50,5,FCNNLarge,5,25,0.01,1.3411401510238647
50,5,FCNNLarge,5,25,0.1,6.821542739868164
50,5,FCNNLarge,5,100,0.0,1.3605386018753052
50,5,FCNNLarge,5,100,0.01,1.3703151941299438
50,5,FCNNLarge,5,100,0.1,4.3855438232421875
50,5,FCNNLarge,6,5,0.0,1.383725643157959
50,5,FCNNLarge,6,5,0.01,1.452924370765686
50,5,FCNNLarge,6,5,0.1,9.338197708129883
50,5,FCNNLarge,6,25,0.0,1.330094814300537
50,5,FCNNLarge,6,25,0.01,1.4083164930343628
50,5,FCNNLarge,6,25,0.1,8.603972434997559
50,5,FCNNLarge,6,100,0.0,1.3372946977615356
50,5,FCNNLarge,6,100,0.01,1.4197874069213867
50,5,FCNNLarge,6,100,0.1,6.469532012939453
