2.028186845739465838e-04,7.392740633724695698e+00,6.685201212122102277e+00,5.634099576212747706e-06,0.000000000000000000e+00,8.813261261636602395e-01,8.992474782587578375e-06,5.306492721131218815e+01,1.405467753734512826e-05,3.249307953289765294e+00,2.701855505112433775e+00,5.870307763444770899e-06,5.552177006906688916e-05,2.098792427397768634e+01,1.043614724287447970e+01,6.722751855399167198e-04,1.556469869019227126e+01,9.950226641206256772e-01,1.762515490613572666e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.966653646908143926e+01,4.924288464823103340e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.642664180284306141e+01,2.440985693806043599e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.592384803733345677e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.796335733468067986e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.888471164092690913e+01,6.955690245479490841e+02
2.867501391723151727e+01,4.604656967838590020e+01,5.308514276915607866e+01,9.051778461039725698e+01,7.000008501926814120e+01,1.836119726654859363e+01,3.669546587911094093e+01,1.217738898584039475e+01,2.733246432187770125e+01,1.454263878731677551e+01,2.673350728542551025e+01,6.863421864795881788e+00,1.481548201510803153e+01,4.364420130888378679e+01,2.155762503753546611e+00,2.822641570783308396e+01,2.102462673032047036e+01,5.377967365251251408e+00,2.242251624487053618e+00,2.235151693472328915e+01,2.826724483829920587e+01,0.000000000000000000e+00,4.704174720511368690e+01,3.191591006640315697e+00,6.626161274294310033e+01,1.506394890245204721e+01,3.569936836411003611e+01,0.000000000000000000e+00,2.847509866421500391e+01,3.109705132222205037e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.023362579815666606e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.975759359299694040e+00,1.724351905558333783e+03
3.298077098252675921e+00,2.031887579403747424e+00,1.124808873796640185e+00,3.274133588450793830e+00,5.773541263401726908e-01,1.491101167157969254e+00,3.260114847664598248e+00,2.772838954828772629e+00,2.339556739611199809e+00,1.873219409751785136e+00,7.258675494599438061e+00,3.320884879447890459e+00,6.896208654969049334e-01,3.224465645088088195e+00,1.748553381755966196e+00,2.957647042437434592e-01,7.537162684333997831e-02,1.717221869304970561e+00,2.501234944375331892e+00,4.478113425952482629e+00,2.072376591814055757e+00,0.000000000000000000e+00,1.544604044965180112e+00,7.096881880008876209e+00,1.732157280008373323e+00,1.882640762395069611e+00,1.850585630996691933e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.168910927810432376e-01,7.776583021139300556e-01,0.000000000000000000e+00,1.621890340229528604e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.172467853407239247e+00,1.426423060021730009e+02
2.184248203382222897e+01,4.474659329905797733e+01,8.767723251911192506e-01,6.580196314401371982e-01,2.418781920869541580e+00,5.966707070548524783e-01,5.832854065679488720e+00,6.558393419733604901e+00,2.290682853628808857e+00,6.013279141380186488e+00,8.721645954121626687e+00,1.025416943712497364e+01,2.963524934136508193e+00,1.040526310188713310e+01,2.240728646507843536e-01,3.558204742197850123e+01,7.312031134937502230e-03,3.194291346239808149e-01,2.889613961076832993e+00,1.199139546180051141e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.233646574886433811e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.534081879839350293e+00,0.000000000000000000e+00,2.263051029123007396e+01,5.479695602514116359e-01,0.000000000000000000e+00,4.067762273858848943e+01,0.000000000000000000e+00,1.221347919998215303e+01,4.948555522243067912e+02
2.841462962585546315e+00,7.832770423591765230e+00,9.232079908709174276e-01,6.683510487136154588e+00,2.581151774744006033e-02,2.890178610181614260e+00,1.286136005569504803e-01,1.660712937935188371e+00,1.778687841540502745e+00,2.887756662583387257e+00,7.891590327426278861e-01,4.327087603737592936e+00,5.316436456058613480e+00,1.117692861090738177e+00,2.197271827006433753e+00,1.418854672580470044e+00,1.285375719984551424e+01,1.634621907282749476e-01,1.122376057225105761e+01,7.691559975896666401e+00,8.958338222356257319e+00,0.000000000000000000e+00,2.604644571187496815e+00,6.658296860273878792e+00,5.392338769801856557e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.016683611788074160e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.322816357028077405e+01,0.000000000000000000e+00,1.532708595928934336e+01,2.941749189954755934e+02
2.086019350397695149e+00,7.525344503840567967e+00,8.525296916835213068e+00,6.295135642664684283e+00,1.966300275886995852e+00,3.702914285014414553e+00,5.082588278861187803e+00,1.009192546460115736e+01,2.791752936467284840e+00,9.627247007134400292e+00,8.219547880881602708e+00,8.615430246831854433e-01,1.887214096744956748e+01,3.017952781906608983e+00,9.889391079760404324e+00,5.126890054520696793e+00,1.898940474937341083e+00,3.426321300716459461e-01,4.338013999387677622e+00,9.128690544979676247e-01,1.658313717768573170e+00,8.524286274324968105e+00,0.000000000000000000e+00,1.640086460586980710e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.288769560251174617e+00,0.000000000000000000e+00,8.535969785337513827e-01,3.383782667809143163e-01,9.730293417411814971e+00,2.983250249370986040e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.215329133166312303e+00,0.000000000000000000e+00,1.344298091151532759e+01,3.216994621590222891e+02
4.774428783137028454e+00,8.923213124813074160e+00,4.863608563269408158e+00,1.886735358413282881e+00,9.958023875217429932e+00,2.776590157007635007e+00,1.303382103346859111e+01,2.175793162534201031e+01,1.676888196368494732e+01,1.157939405280707490e+00,3.574033942246882134e+01,1.099390530792881293e+00,7.197846391904047181e+00,4.191676871744947519e+00,1.154851554824585058e+01,5.411241944014711258e+00,2.026438087549899691e+01,1.148328292428867670e+01,1.370986016947086128e+01,6.606542662893676088e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.072549600467506181e+01,2.159843592291595726e+00,4.917885434928249033e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.398746940754755030e+00,0.000000000000000000e+00,1.718964847480052072e+00,3.760945422876991628e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.656722669479286196e+02
9.126590281028668983e+00,4.183297318959196431e+00,7.311619006069047799e-02,5.774853592420382320e+00,1.145085991492352306e+01,6.128418514520995508e+00,5.342531595753152729e+00,3.490282931807766431e+01,2.695353355047021893e+00,4.427845238204330514e+00,4.683122422228258586e-02,5.833547315343283302e+00,6.724152812645805000e-01,8.721833829815325956e+00,2.795378687122999750e+00,5.342971320981497740e+00,4.333273012098953103e+00,1.489581194192398783e+01,7.754588493406977534e-01,2.885020509927322507e+00,0.000000000000000000e+00,3.425613738199638547e+00,0.000000000000000000e+00,5.130600783573994406e+00,0.000000000000000000e+00,9.464244964124121751e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.235149765248207387e+01,1.226104774254560503e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.628939140402959396e+00,0.000000000000000000e+00,1.870348148694969126e+01,5.017345813170774704e+01,4.890942418620447256e+02
4.088144719576959574e+00,1.069881109445102041e+01,2.547825291113500157e+01,1.093016380932696308e+01,1.194745032004535545e+01,7.173826591519713247e+00,4.941549295787804397e+01,4.607841070432073138e+00,1.445236790702780993e+00,2.548731987063570870e+01,9.786726961286433379e+00,2.257408349958462424e+01,2.112325506274988385e+01,5.624063910241355657e+00,3.465300024357889441e+01,2.379296293444505039e+01,3.179129821374535680e+01,3.903713833162766633e+01,1.079367465774176793e+01,3.441995968374303061e+01,4.656742864575188889e+01,0.000000000000000000e+00,1.546291776021347886e+01,0.000000000000000000e+00,3.478063694775496373e+01,2.805822873268501993e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.610155145298394075e+01,2.723805343304142212e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.123213208779786498e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.168619305389352121e+03
9.032449156772230481e+00,3.725952843685512050e+00,4.721576056092756346e+01,2.646411599897312428e+01,1.142990413069772515e+01,1.983786728772942709e+00,1.270470484507154652e+01,5.071466384227998248e+01,1.420965905152461417e+01,4.695719750038165330e-01,7.433840007999936716e+00,2.116868851814870567e+01,2.242750057238864869e+01,4.010909283371546508e-01,9.204710790454628366e+00,3.189944958630804095e+01,3.387826135046616116e+01,1.027100099926732923e+01,1.167710938482747629e+01,6.688264092867147070e+00,4.128624198728721950e+01,0.000000000000000000e+00,1.078924558897466213e+01,2.640887610391055418e+01,0.000000000000000000e+00,1.009389408964355184e+01,6.793413210469370256e+01,0.000000000000000000e+00,3.094119846540327501e+01,0.000000000000000000e+00,4.270068996083625734e+01,0.000000000000000000e+00,5.263453931656777485e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.231578605964182543e+03
